date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:12	170/170	---MC-	200	added ('OK')	text/plain	date:Fri,%2022%20May%202020%2016:32:10%20GMT	https://skywarriorthemes.com/robots.txt		(from )
22:02:13	98797/98797	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:10%20GMT	https://skywarriorthemes.com/benri/demo1/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/index.html	(from )
22:02:14	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Fri,%2022%20May%202020%2016:32:13%20GMT	https://skywarriorthemes.com/benri/demo1/xmlrpc.php	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/xmlrpc.php	(from https://skywarriorthemes.com/benri/demo1/)
22:02:14	15882/15882	---M--	200	added ('OK')	text/css	date:Mon,%2030%20Apr%202018%2015:05:34%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/css/layerslider.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/css/layerslider.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:15	6196/6196	---MC-	200	added ('OK')	application/rss+xml	etag:%227e80394ca997941ca2df1b13cfe4c82e%22	https://skywarriorthemes.com/benri/demo1/comments/feed/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/comments/feed/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:16	51297/51297	---MC-	200	added ('OK')	application/rss+xml	etag:%22cfb7eb008bb5e07b051d0ffc1101d351%22	https://skywarriorthemes.com/benri/demo1/feed/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/feed/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:17	6362/6362	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/blocks/style.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/blocks/style.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:17	29295/29295	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202019%2022:10:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-includes/css/dist/block-library/style.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:17	1685/1685	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202019%2016:03:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/contact-form-7/includes/css/styles.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:18	16542/16542	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:18	6758/6758	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:19	1448/1448	---M--	200	added ('OK')	text/css	date:Mon,%2030%20Apr%202018%2015:07:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/wp-social-widget/assets/css/social-icons.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/wp-social-widget/assets/css/social-icons.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:20	62586/62586	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/css/woocommerce.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:20	2235/2235	---M--	200	added ('OK')	text/css	date:Sun,%2021%20Jan%202018%2015:06:54%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/wp-social-widget/assets/css/social-style.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/wp-social-widget/assets/css/social-style.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:20	712/712	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:38:56%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/themes/benri/style.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/themes/benri/style.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:22	52745/52745	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/rawpixel-com-191102-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/rawpixel-com-191102-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:22	143014/143014	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2011:41:26%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/img/defaults/header-default.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/img/defaults/header-default.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:23	27524/27524	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/igor-miske-177262-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/igor-miske-177262-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:23	29261/29261	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/jeff-sheldon-3228-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/jeff-sheldon-3228-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:24	19213/19213	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/olu-eletu-27968-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/olu-eletu-27968-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:24	35400/35400	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/bino-storyteller-33152-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/bino-storyteller-33152-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:25	17440/17440	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/pineapple-supply-co-100584-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/pineapple-supply-co-100584-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:26	23027/23027	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/tran-mau-tri-tam-66419-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/tran-mau-tri-tam-66419-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:26	32754/32754	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/angelo-pantazis-180828-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/angelo-pantazis-180828-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:28	38360/38360	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/brad-neathery-248309-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/brad-neathery-248309-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:29	31329/31329	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:28:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/bench-accounting-49025-500x354.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/bench-accounting-49025-500x354.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:30	46117/46117	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:39:08%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/fontawesome-all.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/fontawesome-all.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:32	87611/87611	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2012:06:56%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/main.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/main.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:34	27639/27639	---M--	200	added ('OK')	text/css	date:Tue,%2016%20Jan%202018%2018:07:50%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/smile_fonts/Defaults/Defaults.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/smile_fonts/Defaults/Defaults.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:34	310850/310850	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:39:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/minified-css.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/themes/benri/assets/css/minified-css.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:35	13362/13362	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:36	18324/18324	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/flip-box.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/flip-box.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:36	70199/70199	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:37	484857/484857	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Nov%202019%2015:41:55%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/js_composer/assets/css/js_composer.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/js_composer/assets/css/js_composer.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:39	1255/1255	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/headings.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/headings.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:39	33489/33489	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/advanced-buttons.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/advanced-buttons.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:39	4226/4226	---M--	200	added ('OK')	text/css	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/info-box.min.css	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/info-box.min.css	(from https://skywarriorthemes.com/benri/demo1/)
22:02:41	10056/10056	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2015:41:28%20GMT	https://skywarriorthemes.com/benri/demo1/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-includes/js/jquery/jquery-migrate.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:41	117557/117557	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Apr%202018%2014:39:46%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/greensock.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/greensock.js	(from https://skywarriorthemes.com/benri/demo1/)
